  |  *id*  |  *Experimentid*  |  *description*  |  *Notes*  |  *T_Completeness*  |  *S_Completeness*  |  *Completeness*  |  *T_Correctness*  |  *S_Correctness*  |  *Correctness*  |  *Variation*  |  *Transport*  |  *Supply*  |  *ProjectSupply*  |  *type*  |  *status*  |  *gls*  |  *logging*  |  *finished*  |  *Experiment Started*  |  *Oplan*  |  *GLS*  |  *Final Planning Complete*  |  *Log Started*  |
  |  127  |  JTG-Logistics-FA-UC1-A-2-1of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-1of6_02-12-15_13</span>   |  Level 6 Only Play - 0 percent CPU stress  |  <span id="Failed"> Successful run. Datagrabber was dead, so cannot use.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-15_13:30:07  |  24:56  |  29:49  |  47:54  |  2002-12-15_19:19:23  |  
  |  128  |  JTG-Logistics-FA-UC1-A-2-2of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-2of6_02-12-15_15</span>   |  Level 6 Only Play - 20 percent CPU stress  |  <span id="Failed"> Successful run. Datagrabber was dead, so cannot use.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  stress  |  100  |  132  |  132  |  132  |  2002-12-15_15:00:26  |  23:40  |  28:55  |  56:0  |  2002-12-15_20:58:58  |  
  |  129  |  JTG-Logistics-FA-UC1-A-2-3of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-3of6_02-12-15_16</span>   |  Level 6 Only Play - 40 percent CPU stress  |  <span id="Failed"> Successful run. Datagrabber was dead, so cannot use.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  stress  |  100  |  132  |  132  |  132  |  2002-12-15_16:40:32  |  24:13  |  28:54  |  58:14  |  2002-12-15_22:40:25  |  
  |  130  |  JTG-Logistics-FA-UC1-A-2-4of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-4of6_02-12-15_18</span>   |  Level 6 Only Play - 50 percent CPU stress  |  <span id="Failed"> Successful run. Datagrabber was dead, so cannot use.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  stress  |  100  |  132  |  132  |  132  |  2002-12-15_18:24:34  |  25:56  |  30:15  |  83:51  |  2002-12-16_00:49:39  |  
  |  131  |  JTG-Logistics-FA-UC1-A-2-5of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-5of6_02-12-15_20</span>   |  Level 6 Only Play - 60 percent CPU stress  |  <span id="Failed"> Successful run. Datagrabber was dead, so cannot use.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  stress  |  100  |  132  |  132  |  132  |  2002-12-15_20:32:08  |  24:15  |  28:42  |  86:35  |  2002-12-16_03:00:22  |  
  |  132  |  JTG-Logistics-FA-UC1-A-2-6of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-6of6_02-12-15_22</span>   |  Level 6 Only Play - 70 percent CPU stress  |  <span id="Failed"> Successful run. Datagrabber was dead, so cannot use.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  stress  |  100  |  132  |  132  |  132  |  2002-11-29_20:34:42  |  0:24:36  |  0:29:32  |  0:92:07  |  2002-12-16_05:21:48  |  
  |  133  |  JTG-Logistics-FA-UC1-A-2-1of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-1of6_02-12-16_19</span>   |  Level 6 Only Play - 0 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 1</bold> Planning complete.</span>  |  &nbsp;  |  &nbsp;  |  99.99026  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.5683640022069  |  2388  |  &nbsp;  |  8679  |  base  |  100  |  132  |  132  |  132  |  2002-12-16_19:06:26  |  23:0  |  27:44  |  45:1  |  2002-12-17_00:52:55  |  
  |  134  |  JTG-Logistics-FA-UC1-A-2-2of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-2of6_02-12-16_20</span>   |  Level 6 Only Play - 20 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 2</bold>  Planning complete.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.8799325025961  |  2388  |  &nbsp;  |  8680  |  stress  |  100  |  132  |  132  |  132  |  2002-12-16_20:21:48  |  24:31  |  29:50  |  61:38  |  2002-12-17_02:24:52  |  
  |  135  |  JTG-Logistics-FA-UC1-A-2-3of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-3of6_02-12-16_21</span>   |  Level 6 Only Play - 40 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 3</bold>  Planning complete.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.1081256490135  |  2388  |  &nbsp;  |  8680  |  stress  |  100  |  132  |  132  |  132  |  2002-12-16_21:55:39  |  25:6  |  30:32  |  58:43  |  2002-12-17_03:55:55  |  
  |  136  |  JTG-Logistics-FA-UC1-A-2-4of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-4of6_02-12-16_23</span>   |  Level 6 Only Play - 50 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 4</bold>  Planning complete.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.0102544132918  |  2388  |  &nbsp;  |  8680  |  stress  |  100  |  132  |  132  |  132  |  2002-12-16_23:27:34  |  25:6  |  29:59  |  64:2  |  2002-12-17_05:33:41  |  
  |  137  |  JTG-Logistics-FA-UC1-A-2-5of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-5of6_02-12-17_01</span>   |  Level 6 Only Play - 60 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 5</bold> Timed out.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.8220404984424  |  2388  |  &nbsp;  |  8680  |  stress  |  100  |  132  |  132  |  132  |  2002-11-29_18:32:09  |  0:26:26  |  0:31:09  |  0:88:35  |  2002-12-17_07:41:22  |  
  |  138  |  JTG-Logistics-FA-UC1-A-2-6of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-6of6_02-12-17_03</span>   |  Level 6 Only Play - 70 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 6</bold>  Timed out.</span>  |  &nbsp;  |  &nbsp;  |  83.43069  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.7281213535589  |  2388  |  &nbsp;  |  14935  |  stress  |  100  |  132  |  132  |  132  |  2002-11-29_20:34:42  |  0:24:36  |  0:29:32  |  0:92:07  |  2002-12-17_10:06:06  |  
  |  139  |  DelayDeployment-ResourceExhaustionRun1  |  DelayDeployment-ResourceExhaustionRun1  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  2002-12-17_20:20:45  |  
  |  140  |  DelayDeployment-ManipulatingRobustnessRun2  |  DelayDeployment-ManipulatingRobustnessRun2  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  2002-12-17_23:10:43  |  
  |  141  |  JTG-Robustness-FA-UC1-E-1-1of1 <span class="Folder">JTG-Robustness-FA-UC1-E-1-1of1_02-12-17_19</span>   |  Execution kill after first Oplan update on Tue Dec 17 19:04:41 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness Execution E-1 run</bold></span>  |  &nbsp;  |  &nbsp;  |  63.44241  |  &nbsp;  |  &nbsp;  |  100.00000  |  97.7511863008046  |  2131  |  &nbsp;  |  8365  |  base  |  100  |  143  |  132  |  132  |  2002-12-06_16:37:26  |  0:23:41  |  0:28:38  |  &nbsp;  |  2002-12-18_06:45:14  |  
  |  142  |  JTG-Robustness-FA-UC1-E-2-1of1 <span class="Folder">JTG-Robustness-FA-UC1-E-2-1of1_02-12-18_02</span>   |  Execution kill after second Oplan update on Wed Dec 18 02:28:31 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness Execution E-2 run</bold></span>  |  &nbsp;  |  &nbsp;  |  74.79058  |  &nbsp;  |  &nbsp;  |  99.97200  |  98.2954147707385  |  1986  |  &nbsp;  |  13462  |  base  |  100  |  140  |  132  |  132  |  2002-12-18_02:28:31  |  24:58  |  31:3  |  346:42  |  2002-12-18_13:21:42  |  
  |  143  |  DelayDeployment-ResourceExhaustionRun2  |  DelayDeployment-ResourceExhaustionRun2  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  407  |  251  |  251  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  2002-12-18_16:31:14  |  
  |  144  |  DelayDeployment-ManipulatingRobustnessRun3  |  DelayDeployment-ManipulatingRobustnessRun3  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  119  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  145  |  JTG-Logistics-FA-UC1-A-2-1of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-1of6_02-12-18_17</span>   |  Level 6 Only Play - 0 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 1</bold> With demand Aggagent query.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.7209241952233  |  2388  |  &nbsp;  |  8680  |  stress  |  100  |  132  |  132  |  132  |  2002-12-18_17:39:45  |  21:23  |  30:23  |  51:27  |  2002-12-18_23:39:21  |  
  |  146  |  JTG-Logistics-FA-UC1-A-2-2of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-1of6_02-12-18_19</span>   |  Level 6 Only Play - 20 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 2</bold> With demand Aggagent query.</span>  |  &nbsp;  |  &nbsp;  |  99.99026  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.3184694771687  |  2388  |  &nbsp;  |  8679  |  stress  |  100  |  132  |  132  |  132  |  2002-12-18_19:06:49  |  22:48  |  29:38  |  47:8  |  2002-12-19_01:00:45  |  
  |  147  |  JTG-Logistics-FA-UC1-A-2-3of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-1of6_02-12-18_20</span>   |  Level 6 Only Play - 40 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 3</bold> With demand Aggagent query.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.3547507788162  |  2388  |  &nbsp;  |  8680  |  stress  |  100  |  132  |  132  |  132  |  2002-12-18_20:29:19  |  22:28  |  30:58  |  74:52  |  2002-12-19_02:50:36  |  
  |  148  |  JTG-Logistics-FA-UC1-A-2-4of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-1of6_02-12-18_22</span>   |  Level 6 Only Play - 50 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 4</bold> With demand Aggagent query.</span>  |  &nbsp;  |  &nbsp;  |  99.99026  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.9939311329634  |  2388  |  &nbsp;  |  8679  |  stress  |  100  |  132  |  132  |  132  |  2002-12-18_22:18:54  |  23:17  |  30:24  |  90:12  |  2002-12-19_04:55:26  |  
  |  149  |  JTG-Logistics-FA-UC1-A-2-5of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-5of6_02-12-19_00</span>   |  Level 6 Only Play - 60 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 5</bold> With demand Aggagent query.</span>  |  &nbsp;  |  &nbsp;  |  99.99026  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.9355142310064  |  2388  |  &nbsp;  |  8679  |  stress  |  100  |  132  |  132  |  132  |  2002-12-19_00:24:33  |  22:43  |  30:22  |  86:6  |  2002-12-19_06:57:13  |  
  |  150  |  JTG-Logistics-FA-UC1-A-2-6of6 <span class="Folder">JTG-Logistics-FA-UC1-A-2-5of6_02-12-19_02</span>   |  Level 6 Only Play - 70 percent CPU stress  |  <span id="Successful"> <bold>Successful Logisitics A-2 run 6</bold> With demand Aggagent query. Timed out at 150 minutes.</span>  |  &nbsp;  |  &nbsp;  |  91.61799  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.5903021287146  |  2388  |  &nbsp;  |  10723  |  stress  |  100  |  132  |  132  |  132  |  2002-11-29_20:34:42  |  0:24:36  |  0:29:32  |  0:92:07  |  2002-12-19_10:40:07  |  
  |  151  |  DelayDeployment-ResourceExhaustionRun3  |  DelayDeployment-ResourceExhaustionRun3  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  1460  |  125  |  125  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  2002-12-19_15:45:29  |  
  |  152  |  JTG-Robustness-FA-UC1-EEasyEasy-1-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-1-1of1_02-12-20_15</span>   |  Execution kill after first Oplan update on Fri Dec 20 15:28:45 Eastern Standard Time 2  |  <span id="Successful"> <bold>Successful Robustness Execution EEasyEasy-1 run</bold> For extra data points.</span>  |  &nbsp;  |  &nbsp;  |  80.28534  |  &nbsp;  |  &nbsp;  |  100.00000  |  97.4860608431967  |  2388  |  &nbsp;  |  11037  |  base  |  100  |  132  |  132  |  132  |  2002-12-08_13:48:26  |  0:23:14  |  0:27:31  |  0:190:15  |  2002-12-21_03:03:55  |  
  |  153  |  JTG-Robustness-FA-UC1-EEasyEasy-2-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-2-1of1_02-12-20_22</span>   |  Execution kill after second Oplan update on Fri Dec 20 22:40:18 Eastern Standard Time  |  <span id="Successful"> <bold>Successful Robustness Execution EEasyEasy-2 run</bold> For extra data points.</span>  |  &nbsp;  |  &nbsp;  |  79.79058  |  &nbsp;  |  &nbsp;  |  99.99016  |  98.2775590551181  |  2388  |  &nbsp;  |  8851  |  base  |  100  |  132  |  132  |  132  |  2002-12-08_17:38:50  |  0:22:13  |  0:28:15  |  0:180:47  |  2002-12-21_10:06:42  |  
  |  154  |  JTG-Robustness-FA-UC1-EEasyEasy-3-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-3-1of1_02-12-21_05</span>   |  Execution kill after demand injection on Sat Dec 21 05:42:26 Eastern Standard Time 200  |  <span id="Successful"> <bold>Successful Robustness Execution EEasyEasy-3 run</bold> For extra data points.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.4083769633508  |  2388  |  3752  |  12936  |  base  |  100  |  132  |  132  |  132  |  2002-12-12_02:00:55  |  0:25:53  |  0:29:32  |  0:196:57  |  2002-12-21_14:59:02  |  
  |  155  |  JTG-Robustness-FA-UC1-E-1-1of1 <span class="Folder">JTG-Robustness-FA-UC1-E-1-1of1_02-12-21_10</span>   |  Execution kill after first Oplan update on Sat Dec 21 10:46:32 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness Execution E-1 run</bold> For extra data points.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  143  |  132  |  132  |  2002-12-06_16:37:26  |  0:23:41  |  0:28:38  |  &nbsp;  |  2002-12-21_22:25:58  |  
  |  156  |  JTG-Robustness-FA-UC1-E-2-1of1 <span class="Folder">JTG-Robustness-FA-UC1-E-2-1of1_02-12-21_18</span>   |  Execution kill after second Oplan update on Sat Dec 21 18:23:09 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness Execution E-2 run</bold> For extra data points.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  140  |  85  |  75  |  2002-12-07_16:11:27  |  0:22:37  |  0:27:09  |  &nbsp;  |  2002-12-22_06:13:46  |  
  |  157  |  JTG-Robustness-FA-UC1-E-3-1of1 <span class="Folder">JTG-Robustness-FA-UC1-E-3-1of1_02-12-22_02</span>   |  Execution kill after demand injection on Sun Dec 22 02:15:18 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness Execution E-3 run</bold> For extra data points.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-07_20:37:50  |  0:23:17  |  0:27:25  |  0:249:18  |  2002-12-22_13:53:59  |  
  |  228  |  JTG-Security-1-A-1of1 <span class="Folder">JTG-Security-1-A-1of1_03-01-21_21</span>   |  User Authentication Tue Jan 21 21:46:55 Eastern Standard Time 2003  |  <span id="Ignored"> Few errors in script gave wrong log messages.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  55  |  131  |  132  |  132  |  2003-01-20_21:54:27  |  0:28:14  |  0:35:53  |  0:70:16  |  2003-01-22_03:53:01  |  
  |  229  |  JTG-Security-1-C-1of1 <span class="Folder">JTG-Security-1-C-1of1_03-01-21_23</span>   |  Threat level protection Tue Jan 21 23:19:54 Eastern Standard Time 2003  |  <span id="Ignored"> Few errors in script gave wrong log messages.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  55  |  132  |  132  |  132  |  2003-01-21_23:19:54  |  0:26:14  |  0:34:17  |  0:73:42  |  2003-01-22_05:40:20  |  
  |  230  |  JTG-Security-2-A-1of1 <span class="Folder">JTG-Security-2-A-1of1_03-01-22_01</span>   |  Accessing unauthorirized servlets Wed Jan 22 01:06:24 Eastern Standard Time 2003  |  <span id="Ignored"> Few errors in script gave wrong log messages.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  55  |  132  |  132  |  132  |  2003-01-22_01:06:24  |  0:27:12  |  0:34:39  |  0:50:48  |  2003-01-22_07:04:40  |  
  |  231  |  JTG-Security-2-C-1of1 <span class="Folder">JTG-Security-2-C-1of1_03-01-22_02</span>   |  Threat level protection Wed Jan 22 02:32:05 Eastern Standard Time 2003  |  <span id="Ignored"> Log messages were difficult to identify.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  55  |  132  |  132  |  132  |  2003-01-22_02:32:05  |  0:27:12  |  0:34:53  |  0:62:21  |  2003-01-22_08:41:12  |  
  |  232  |  JTG-Security-6-A-1of1 <span class="Folder">JTG-Security-6-A-1of1_03-01-22_15</span>   |  KPAT Wed Jan 22 15:19:26 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 6-A run</bold></span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.3055555555556  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-22_15:19:26  |  0:26:26  |  0:34:12  |  0:71:42  |  2003-01-22_21:36:55  |  
  |  233  |  JTG-Security-1-A-1of1 <span class="Folder">JTG-Security-1-A-1of1_03-01-22_19</span>   |  User Authentication Wed Jan 22 19:03:21 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 1-A run</bold></span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.2503894080997  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-20_21:54:27  |  0:28:14  |  0:35:53  |  0:70:16  |  2003-01-23_01:06:51  |  
  |  234  |  JTG-Security-1-C-1of1 <span class="Folder">JTG-Security-1-C-1of1_03-01-22_20</span>   |  Threat level protection Wed Jan 22 20:26:57 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 1-C run</bold></span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.6792575285566  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-21_23:19:54  |  0:26:14  |  0:34:17  |  0:73:42  |  2003-01-23_02:21:36  |  
  |  235  |  JTG-Security-2-A-1of1 <span class="Folder">JTG-Security-2-A-1of1_03-01-22_21</span>   |  Accessing unauthorirized servlets Wed Jan 22 21:43:09 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 2-A run</bold></span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.2893302180685  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-22_01:06:24  |  0:27:12  |  0:34:39  |  0:50:48  |  2003-01-23_03:48:23  |  
  |  236  |  JTG-Security-2-C-1of1 <span class="Folder">JTG-Security-2-C-1of1_03-01-22_23</span>   |  Threat level protection Wed Jan 22 23:10:45 Eastern Standard Time 2003  |  <span id="Ignored"> Wrong log messages.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  55  |  132  |  132  |  132  |  2003-01-22_02:32:05  |  0:27:12  |  0:34:53  |  0:62:21  |  2003-01-23_05:07:03  |  
  |  237  |  JTG-Security-5-A-2of2  |  Unsigend jar files Thu Jan 23 22:17:01 Eastern Standard Time 2003  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  238  |  JTG-Security-2-C-1of1 <span class="Folder">JTG-Security-2-C-1of1_03-01-23_22</span>   |  Threat level protection Thu Jan 23 22:18:23 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 2-C run</bold> Did not lock user.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.9680685358256  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-22_02:32:05  |  0:27:12  |  0:34:53  |  0:62:21  |  2003-01-24_04:12:04  |  
  |  239  |  JTG-Security-3-A-1of1 <span class="Folder">JTG-Security-3-A-1of1_03-01-23_23</span>   |  Message Access Control Thu Jan 23 23:34:48 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 3-A run</bold></span>  |  &nbsp;  |  &nbsp;  |  89.94678  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.8087885128797  |  2388  |  &nbsp;  |  8320  |  base  |  100  |  132  |  132  |  132  |  2003-01-23_16:43:51  |  0:24:57  |  0:31:47  |  &nbsp;  |  2003-01-24_07:41:19  |  
  |  240  |  JTG-Security-3-B-1of1 <span class="Folder">JTG-Security-3-B-1of1_03-01-24_03</span>   |  Message Access Control Fri Jan 24 03:04:42 Eastern Standard Time 2003  |  <span id="Failed"> BootPolicy.MsgAccess.xml had wrong agent name for 2-BDE-1-AD as 2-BDE-1.</span>  |  &nbsp;  |  &nbsp;  |  97.66355  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.9566719829878  |  2388  |  &nbsp;  |  8440  |  base  |  100  |  132  |  132  |  132  |  2003-01-24_03:04:42  |  0:25:45  |  0:32:47  |  0:51:06  |  2003-01-24_11:13:49  |  
  |  241  |  JTG-Security-4-A-1of1 <span class="Folder">JTG-Security-4-A-1of1_03-01-24_06</span>   |  Message Access Control Fri Jan 24 06:36:39 Eastern Standard Time 2003  |  <span id="Ignored"> Did not produce expected result.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  55  |  132  |  132  |  132  |  2003-01-24_20:16:01  |  0:28:42  |  0:34:01  |  0:50:40  |  2003-01-24_12:40:17  |  
  |  242  |  JTG-Security-8-A-1of1 <span class="Folder">JTG-Security-8-A-1of1_03-01-24_15</span>   |  Message Without Signature Fri Jan 24 15:58:48 Eastern Standard Time 2003  |  <span id="Ignored"> Did not receive ready for oplan in maximum time allowed.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  243  |  JTG-Security-4-A-1of1 <span class="Folder">JTG-Security-4-A-1of1_03-01-24_20</span>   |  Message Access Control Fri Jan 24 20:16:01 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 4-A run</bold>Did not produce expected result.</span>  |  &nbsp;  |  &nbsp;  |  80.26025  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.2412161888974  |  2186  |  &nbsp;  |  6787  |  base  |  100  |  132  |  132  |  132  |  2003-01-24_20:16:01  |  0:28:42  |  0:34:01  |  0:50:40  |  2003-01-25_02:11:02  |  
